,LONGITUDE,LATITUDE
119952,-87.58767122,41.799450397
120040,-87.660604008,41.858709158
120168,-87.626556085,41.886831512
120322,-87.633829661,41.879495472
120350,-87.649176566,41.941696341
120416,-87.632162307,41.880016454
120558,-87.626078783,41.882567066
120587,-87.624272468,41.900801649
120631,-87.634904368,41.894671024
120690,-87.624269874,41.89071448
120706,-87.639758685,41.881994338
120876,,
120889,-87.612866633,41.85110748
121087,-87.585799573,41.806170388
121088,-87.628503064,41.902171928
121110,-87.666849361,41.877924584
121124,-87.63030327,41.883320033
121128,-87.632120577,41.878542932
121185,-87.685594031,41.937832166
121205,-87.741384759,41.754660124
121432,-87.658111624,41.983766484
121447,-87.649294571,41.908619727
121578,-87.687738508,41.923199893
121594,-87.644754571,41.93800688
121602,-87.690799301,41.941426293
121749,-87.677191234,41.910059843
121870,-87.631791074,41.849441688
121939,-87.655398306,41.995202222
121948,-87.685594031,41.937832166
121985,-87.638245404,41.882007859
122238,-87.628194165,41.902442287
122325,-87.646297112,41.845044714
122477,-87.62443921,41.877066783
122567,-87.630755777,41.872164396
122577,-87.653528118,41.918474961
122700,-87.672897498,42.018448149
122859,-87.66992733,41.905705628
122894,-87.622118882,41.892678418
122932,-87.669091041,41.808454838
122935,-87.707145153,41.909897849
122953,-87.637120956,41.889682961
123040,-87.654133137,41.936372506
123077,-87.628503064,41.902171928
123120,-87.624483273,41.878937382
123137,-87.661046126,42.005423822
123205,-87.651423124,41.927197634
123227,-87.674148674,41.855750841
123243,-87.660640927,41.965460917
123245,-87.627017382,41.899173064
123278,-87.759257199,41.938556717
123332,-87.664427637,41.793591294
123448,-87.653411917,41.884193063
123456,-87.758907683,41.924181257
123527,-87.624307178,41.891688517
123579,-87.629775097,41.883322199
123623,-87.807002913,41.949389617
123638,-87.707119009,41.927653196
123677,-87.697094473,41.984430647
123773,-87.620422057,41.893365397
123868,-87.690044493,41.910180915
123894,-87.668350598,41.926806505
123951,-87.649529148,41.950822685
124061,-87.617488193,41.860449933
124240,-87.615646043,41.89097873
124377,-87.760385862,41.796133547
124473,-87.674148674,41.855750841
124505,-87.674932052,41.908611226
124610,-87.628021652,41.883422637
124624,-87.644752891,41.922731532
124644,-87.677651769,41.961580737
124648,-87.713822193,41.869855437
124833,-87.644624393,41.779095341
124870,-87.66910712,41.997985219
124932,-87.741645644,41.789329323
124940,-87.627017382,41.899173064
124952,-87.630562518,41.893127755
124993,-87.657324638,41.94842204
125039,-87.631002223,41.879302729
125306,-87.650112781,41.940079497
125469,-87.631010446,41.884586267
125499,-87.65710042,41.994481857
125841,-87.766696606,41.940000631
125862,-87.66879773,41.954183774
125970,-87.647385994,41.877721138
126145,-87.655160522,41.977335244
126210,-87.630562518,41.893127755
126361,-87.596601477,41.79517545
126546,-87.617589151,41.893341296
126626,-87.799867627,41.909068752
126711,-87.618133827,41.892524761
126719,-87.625867137,41.891590741
126818,-87.623895683,41.852973826
126882,-87.678130428,41.910364204
126918,-87.638760821,41.883265853
126983,-87.642209501,41.863501352
127077,-87.670390841,41.905709569
127112,-87.670498252,41.691809965
127113,-87.644386376,41.78350298
127162,-87.609518049,41.892249163
127184,-87.76603991,41.938469953
127199,-87.639758685,41.881994338
127219,-87.65726822,41.939753434
127256,-87.634490851,41.88331916
127383,-87.607281209,41.758657919
127395,-87.66419709,41.869409054
127413,-87.685541797,41.853923562
127416,-87.685673133,41.858793795
127423,-87.668912756,41.943432313
127460,-87.678062723,41.910364022
127513,-87.745327672,41.967944262
127515,-87.620736763,41.875711033
127599,-87.693220135,41.968467022
127682,-87.632646837,41.88752864
127705,-87.622415217,41.892454014
127743,-87.71539914,41.793210649
127822,-87.638007427,41.918445336
127839,-87.639758685,41.881994338
127867,-87.639758685,41.881994338
128006,-87.648729461,41.950021043
128016,-87.669965312,41.903195593
128077,-87.647094543,41.87791646
128097,-87.641808025,41.881737516
128101,-87.817099825,42.003521558
128497,-87.630562518,41.893127755
128512,-87.655871437,41.896681981
128607,-87.655302451,41.94711896
128623,-87.637164794,41.885243233
128736,-87.661887296,42.009028677
128738,-87.737996905,41.953420907
128773,-87.694619915,41.968454449
128781,-87.626976034,41.883109079
128865,-87.641268696,41.927168968
128926,-87.671771891,41.943897735
128934,-87.630562518,41.893127755
128961,-87.769144491,41.79456475
129020,-87.642849948,41.893991884
129104,-87.62438167,41.886377406
129175,-87.596601477,41.79517545
129287,-87.647114963,41.935339268
129288,-87.677651769,41.961580737
129398,-87.639637284,41.883565313
129610,-87.624501722,41.880395838
129618,-87.642076344,41.92854129
129706,-87.707145153,41.909897849
129756,-87.638422171,41.877975138
129846,-87.696324438,41.983982301
129917,-87.618536719,41.895941873
129925,-87.642849948,41.893991884
129937,-87.685583553,41.943235788
129997,-87.67913255,41.971856201
130141,-87.737996905,41.953420907
130235,-87.617589151,41.893341296
130427,-87.653962589,41.943820984
130453,-87.663526548,41.748153539
130494,-87.806767944,41.942680787
130507,-87.660640927,41.965460917
130680,-87.692834057,41.981866037
130730,-87.666019096,41.937513752
130770,-87.630562518,41.893127755
130772,,
130783,-87.769144491,41.79456475
130857,-87.653502812,41.943662302
130924,-87.694619915,41.968454449
131060,-87.758346968,41.968005707
131104,-87.596262695,41.789364411
131213,-87.622184053,41.857838242
131289,-87.629775097,41.883322199
131337,-87.625572735,41.878147859
131370,-87.624307178,41.891688517
131444,-87.640723497,41.863337832
131470,-87.616956687,41.758484609
131503,-87.651182688,41.833618869
131794,-87.662219143,41.869440571
131862,-87.728264799,41.971338636
131866,-87.76603991,41.938469953
131872,-87.673837909,41.976001777
131881,-87.845674416,41.981063197
131899,-87.622247991,41.884632076
131946,-87.72836921,41.985931514
131948,-87.670890134,41.932482474
132003,-87.754230747,41.96055088
132081,-87.666369399,42.009176976
132155,-87.634224368,41.891986522
132169,-87.807556639,41.974640557
132186,-87.677191234,41.910059843
132251,-87.634538115,41.919078039
132265,-87.673923954,41.886928139
132275,-87.675657558,41.83146662
132293,-87.624530945,41.882540202
132311,-87.666369399,42.009176976
132397,-87.802621962,41.909040116
132614,-87.631791074,41.849441688
132656,-87.694874677,41.968452474
132666,-87.71629716,41.793414843
132874,-87.653528118,41.918474961
132921,-87.629065289,41.874662881
133145,-87.655838762,41.869540615
133150,-87.62731722,41.856494444
133154,-87.62438167,41.886377406
133246,-87.630562518,41.893127755
133285,-87.766390515,41.939654264
133449,-87.804534636,41.923853045
133488,-87.624272468,41.900801649
133497,-87.701204916,41.965968696
133565,-87.671180893,41.943047201
133880,-87.766390515,41.939654264
133921,-87.659646729,41.983739152
133969,-87.678130428,41.910364204
134099,-87.639098928,41.868889711
134105,-87.629775097,41.883322199
134247,-87.633697175,41.882448969
134257,-87.631780113,41.848867887
134394,-87.747161464,41.944316998
134438,-87.639098928,41.868889711
134452,-87.655302451,41.94711896
134457,-87.632831712,41.895283321
134483,-87.666163368,41.923033692
134506,-87.637120956,41.889682961
134564,-87.625935647,41.884387319
134617,-87.702269679,41.939255927
134648,-87.838385258,41.966453173
134739,-87.672920781,41.921365862
134758,-87.710782676,41.968540487
134772,-87.747161464,41.944316998
134809,-87.629907391,41.880598955
134890,-87.644594209,41.940150607
134938,-87.747161464,41.944316998
134968,-87.636523872,41.878560154
134976,-87.755099396,41.961553844
134980,-87.604982748,41.798543632
135144,-87.625867137,41.891590741
135291,-87.628369943,41.897542251
135345,-87.636297703,41.886025413
135374,-87.653208325,41.917732851
135463,-87.630562518,41.893127755
135519,-87.609518049,41.892249163
135581,-87.914428439,42.008536401
135674,-87.678062723,41.910364022
135754,-87.661700146,41.869228788
135842,-87.625868849,41.884387619
135955,-87.630562518,41.893127755
135967,-87.740458945,41.902331663
136103,-87.641119667,41.884187507
136109,-87.747161464,41.944316998
136182,-87.638887444,41.881664289
136183,-87.655871437,41.896681981
136196,-87.666849361,41.877924584
136293,-87.634904368,41.894671024
136307,-87.639764523,41.879616268
136404,-87.668350598,41.926806505
136405,-87.653502812,41.943662302
136409,-87.657215079,41.973170643
136438,-87.697226743,41.984507613
136488,-87.638887444,41.881664289
136519,-87.747161464,41.944316998
136684,-87.596601477,41.79517545
136710,-87.747161464,41.944316998
136788,-87.709805175,41.930392308
136894,-87.635094409,41.853605986
136938,-87.635840254,41.896317588
137063,-87.627332923,41.900035302
137173,-87.654918585,41.852624946
137182,-87.654918585,41.852624946
137190,-87.588936218,41.80073555
137196,-87.64868497,41.918943199
137364,-87.652417194,41.921647052
137367,-87.670532173,41.706454243
137379,-87.730729527,41.778454631
137428,-87.676195083,41.909420031
137496,-87.661700146,41.869228788
137551,-87.741645644,41.789329323
137552,-87.66419709,41.869409054
137554,-87.638007427,41.918445336
137650,-87.623895683,41.852973826
137717,-87.66910712,41.997985219
137836,-87.670532173,41.706454243
137855,-87.693220135,41.968467022
137914,-87.682232446,41.928487995
137941,-87.624498125,41.879489329
137952,-87.651954819,41.874243182
137970,-87.634860726,41.911255209
138040,-87.668912756,41.943432313
138322,-87.668912756,41.943432313
138368,-87.63030327,41.883320033
138590,-87.657382024,41.983559426
138784,-87.625383771,41.882205471
138829,-87.677830971,41.903071092
138904,-87.605547143,41.778708617
139020,-87.632120577,41.878542932
139228,-87.629781008,41.878050681
139233,-87.838385258,41.966453173
139302,-87.698705922,41.997465599
139329,-87.654918585,41.852624946
139365,-87.660135907,41.99052009
139504,-87.642058833,41.867728804
139561,-87.698823221,41.851744547
139624,-87.725096056,41.867880142
139743,-87.649469468,41.951390151
139791,-87.731098276,41.952810606
139882,-87.647063465,41.876953377
139991,-87.699692085,41.994787517
140172,-87.622166271,41.886027278
140187,-87.632531427,41.882694669
140216,-87.624307178,41.891688517
140263,-87.639098928,41.868889711
140378,-87.647493345,41.89175404
140520,-87.603744686,41.785790958
140627,-87.793740718,41.938301332
140706,-87.630950486,41.878814822
140734,-87.778536737,41.931212766
140746,-87.634860726,41.911255209
140824,-87.620970559,41.88820137
140826,-87.622545075,41.803731033
141019,-87.729948759,41.968330786
141085,-87.632547742,41.895815087
141102,-87.787755655,41.930851315
141212,-87.711007063,41.917242821
141232,-87.604432627,41.751405759
141464,-87.722270797,41.968194856
141554,-87.631791074,41.849441688
141589,-87.712793245,41.924545218
141660,-87.630950486,41.878814822
141814,-87.664281826,41.88471128
141825,-87.632868362,41.897254399
141906,-87.634176883,41.853304512
141950,-87.632595153,41.885761124
142027,-87.628009163,41.898431372
142045,,
142157,-87.6583313,41.999883229
142313,-87.550803536,41.713304177
142354,-87.729058851,41.917024471
142402,-87.64302328,41.885595076
142451,-87.644624393,41.779095341
142454,-87.627110226,41.897426602
142467,-87.678062723,41.910364022
142496,-87.66652853,41.869371085
142527,-87.753808217,41.924249422
142737,-87.638245404,41.882007859
142769,-87.629502283,41.87967604
142824,-87.65502138,41.982989018
142919,-87.66786748,41.925265
143141,-87.636589107,41.880717575
143200,-87.740659315,41.968562454
143212,-87.634729782,41.906926209
143349,-87.645873331,41.923531789
143356,-87.707719864,41.954031554
143386,-87.697095682,41.91898681
143395,-87.609518049,41.892249163
143494,-87.630056903,41.903812639
143501,-87.630950486,41.878814822
143516,-87.685583553,41.943235788
143588,-87.654133137,41.936372506
143686,-87.644198417,41.938435181
143886,-87.649469468,41.951390151
144096,-87.727578352,41.968357068
144294,-87.632120577,41.878542932
144303,-87.585799573,41.806170388
144374,-87.668176411,41.978607404
144436,-87.625164692,41.898261619
144607,-87.634955203,41.888074281
144764,-87.686772517,41.898706065
144776,-87.666369399,42.009176976
144830,-87.65104908,41.927234066
144872,-87.626078783,41.882567066
145095,-87.620743726,41.894903302
145173,-87.670242479,41.997344332
145189,-87.806906809,41.975872978
145196,-87.624272468,41.900801649
145261,-87.690025078,42.019420972
145423,-87.642849948,41.893991884
145443,-87.620520448,41.894905816
145460,-87.685541797,41.853923562
145503,-87.640695119,41.876646841
145590,-87.785823503,41.930110626
145738,-87.644681323,41.938007937
145764,-87.663272293,41.896025027
145887,-87.609518049,41.892249163
146040,-87.651182688,41.833618869
146082,-87.709805175,41.930392308
146222,-87.625837706,41.873908456
146291,-87.639725027,41.880699246
146306,-87.647385994,41.877721138
146404,-87.625867137,41.891590741
146485,-87.663310997,41.935692836
146525,-87.714267519,41.982890839
146618,-87.669767108,41.883142948
146680,-87.666369399,42.009176976
146688,-87.624272468,41.900801649
146871,-87.666278825,42.006736696
146976,-87.651612251,41.884445042
146999,-87.914428439,42.008536401
147211,-87.642849948,41.893991884
147234,-87.620422057,41.893365397
147279,-87.679245808,41.975716732
147433,-87.629294015,41.872767
147438,-87.644552197,41.940219522
147441,-87.683712523,41.910483811
147490,-87.625164692,41.898261619
147505,-87.737996905,41.953420907
147554,-87.677634151,41.896010179
147570,-87.623973964,41.853238342
147616,-87.745876776,41.892713452
147683,-87.679075957,41.954854382
147738,-87.586607206,41.803357953
147793,-87.73351986,41.989964243
147917,-87.624308522,41.884540111
147921,-87.655991066,41.886577325
147934,-87.604983948,41.747481679
147935,-87.696324438,41.983982301
147991,-87.66879773,41.954183774
148024,-87.707119009,41.927653196
148083,-87.652156209,41.857902693
148114,-87.748872621,41.915176904
148122,-87.758346968,41.968005707
148123,-87.689371316,41.895825283
148149,-87.624272468,41.900801649
148210,-87.659363056,41.97336108
148270,-87.762444152,41.969624803
148483,-87.660260763,41.994444076
148504,-87.668176411,41.978607404
148661,-87.653159551,41.910948763
148683,-87.663780968,41.869195016
148776,-87.67607883,41.961603816
148791,-87.609518049,41.892249163
148899,-87.620828957,41.886005833
149094,-87.630562518,41.893127755
149262,-87.631263221,41.883100962
149265,-87.612923081,41.816815018
149430,-87.644624393,41.779095341
149515,-87.641119667,41.884187507
149530,-87.657382024,41.983559426
149578,-87.617488193,41.860449933
149589,-87.676987817,41.898809805
149734,-87.78921769,41.998626061
149743,-87.633899901,41.88205499
149879,-87.609518049,41.892249163
149963,-87.600059532,41.789423469
149990,-87.682735396,41.943054831
149992,-87.626728956,41.897651538
150022,-87.634729782,41.906926209
150165,-87.710782676,41.968540487
150216,-87.747231694,41.9168114
150367,-87.618536719,41.895941873
150390,-87.838385258,41.966453173
150407,-87.575451405,41.77863625
150453,-87.675337425,41.908871127
150486,-87.647114963,41.935339268
150491,-87.634592464,41.88053925
150526,-87.688830236,41.970773488
150603,-87.696460849,41.96844094
150648,-87.64868497,41.918943199
150705,-87.773454746,41.879996192
150741,-87.659414087,41.968723711
150803,-87.64952321,41.943659495
150956,-87.639098928,41.868889711
151016,-87.694829722,41.997754789
151017,-87.705061268,41.928292712
151033,-87.713822193,41.869855437
151059,-87.585799573,41.806170388
151100,-87.637216392,41.884525461
151237,-87.622247991,41.884632076
151617,-87.693856639,41.968461303
151657,-87.630562518,41.893127755
151674,-87.647466848,41.880426198
151773,-87.692400919,41.924965224
151828,-87.637024697,41.920148393
151852,-87.691408906,41.96848269
152039,-87.656382369,41.67756555
152115,-87.668912756,41.943432313
152120,-87.631427622,41.900661339
152344,-87.690799301,41.941426293
152408,,
152428,-87.600059532,41.789423469
152449,-87.678062723,41.910364022
152464,-87.629065289,41.874662881
152535,-87.637120956,41.889682961
152537,-87.650773391,41.939856704
152724,-87.688093943,41.946080773
152753,-87.646806628,41.891305558
152769,-87.70721669,41.917509716
152794,-87.635042769,41.877351192
152814,-87.689936629,42.012389417
