,names_doingbusiness,keep_row,ID,LATITUDE,LONGITUDE,LOCATION,year
843405,rainforest cafe,1,57302-20100216,41.892572757,-87.631005407,"(41.89257275728285, -87.63100540748637)",2010.0
843499,harrison street gulf,1,2398785-20190616,41.873050422,-87.744565209,"(41.873050422045274, -87.7445652086863)",2019.0
843603,kirkuk cafe,1,1223091-20041116,41.998055734,-87.686089617,"(41.99805573392756, -87.68608961716586)",2004.0
843626,starbucks coffee,1,23071-20110416,41.878560154,-87.636523872,"(41.87856015362371, -87.63652387205532)",2011.0
843692,starbucks coffee #229,1,23039-20060516,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)",2006.0
843803,cafe bonhomme,1,22707-20020516,41.885243233,-87.637164794,"(41.8852432326908, -87.63716479430107)",2002.0
843814,asian cafe,1,2289423-20191116,41.939768387,-87.656220725,"(41.939768387153045, -87.6562207246118)",2019.0
843897,haifa cafe,1,1352746-20031116,41.879472797,-87.635807481,"(41.87947279717996, -87.63580748102805)",2003.0
844198,cafe ciat,1,2517970-20170322,41.943324087,-87.678681333,"(41.943324086616215, -87.67868133327315)",2017.0
844202,northstar coffee,1,1544916-20141216,41.92820408,-87.682254827,"(41.92820408016415, -87.68225482659578)",2014.0
844279,y2k cafe,1,85383-20040516,41.932863882,-87.647246082,"(41.932863882151885, -87.64724608217887)",2004.0
844432,cafe salsa,1,1046529-20040816,41.891688517,-87.624307178,"(41.89168851736832, -87.62430717812579)",2004.0
844482,cafe prague,1,1194136-20051116,41.938301332,-87.793740718,"(41.938301331832676, -87.79374071818236)",2005.0
844649,rosebud cafe,1,25695-20200516,41.869409054,-87.66419709,"(41.86940905403705, -87.66419709016535)",2020.0
844735,cru cafe & wine bar,1,71674-20060516,41.899173064,-87.627017382,"(41.89917306355854, -87.62701738238093)",2006.0
844763,iguana cafe,1,1092172-20021116,41.89175404,-87.647493345,"(41.891754039612955, -87.64749334480629)",2002.0
844842,efebos internet cafe,1,1596909-20050628,41.858709158,-87.660604008,"(41.85870915813739, -87.6606040076504)",2005.0
844926,ninveh cafe,1,2385624-20160913,41.986933451,-87.701335374,"(41.9869334505583, -87.70133537381015)",2016.0
844948,magnolia cafe,1,1168967-20021116,41.965460917,-87.660640927,"(41.965460916735424, -87.6606409265738)",2002.0
844958,cafe lura,1,12699-20050216,41.938623091,-87.72332836,"(41.93862309072771, -87.72332836035943)",2005.0
845142,starbucks coffee #8972,1,1548445-20150416,41.896808636,-87.62661991,"(41.896808636148165, -87.62661990963578)",2015.0
845163,sweet maple cafe,1,76798-20050516,41.869242742,-87.660796569,"(41.869242742082626, -87.66079656924279)",2005.0
845194,downtown gyros & cafeteria,1,1595047-20050513,41.884515458,-87.6474973,"(41.88451545836221, -87.64749730032112)",2005.0
845223,haagen dazs cafe,1,1119100-20040516,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)",2004.0
845263,haagen dazs cafe,1,1119103-20031116,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)",2003.0
845404,subterranean cafe & cabaret,1,38550-20041116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2004.0
845425,subterranean cafe & cabaret,1,38552-20191116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2019.0
845619,edgewater mexican cafe,1,2615664-20180906,41.983559426,-87.657382024,"(41.9835594257736, -87.65738202407279)",2018.0
845693,starbucks coffee #16309,1,2157631-20120622,41.879489329,-87.624498125,"(41.87948932869769, -87.6244981249339)",2012.0
845753,cafe 787,1,1910181-20090423,41.923702612,-87.776594184,"(41.923702612440245, -87.77659418436261)",2009.0
845760,camille's sidewalk cafe,1,1798085-20070327,41.889225372,-87.632674115,"(41.88922537162015, -87.63267411498495)",2007.0
845808,museum campus cafe,1,1696804-20200316,41.865135235,-87.615421921,"(41.86513523511381, -87.61542192120866)",2020.0
845900,west egg cafe,1,44615-20130316,41.893365397,-87.620422057,"(41.89336539713901, -87.62042205744733)",2013.0
846026,greek corner restaurant cafe,1,48704-20011116,41.899503896,-87.677301195,"(41.89950389592152, -87.67730119485687)",2001.0
846069,starbucks coffee  #2635,1,1276340-20110416,41.968723711,-87.659414087,"(41.96872371055819, -87.65941408749583)",2011.0
846075,cafe prague,1,1224303-20021116,41.938301332,-87.793740718,"(41.938301331832676, -87.79374071818236)",2002.0
846080,deep purpl,1,2753747-20201026,41.906902252,-87.671802163,"(41.90690225163769, -87.67180216312583)",2020.0
846141,starbucks coffee #2510,1,1124102-20060516,41.889682961,-87.637120956,"(41.889682960687374, -87.63712095614753)",2006.0
846149,grand lux cafe,1,1228222-20150316,41.893216223,-87.624812444,"(41.89321622302089, -87.62481244397594)",2015.0
846248,starbucks coffee #2565,1,1196269-20150416,41.87685514,-87.641544074,"(41.876855139603904, -87.6415440740816)",2015.0
846279,michael's gourmet coffee,1,34947-20051116,41.937987648,-87.819620646,"(41.93798764815206, -87.81962064621196)",2005.0
846327,cafe latin bliss,1,1490719-20190916,41.981866037,-87.692834057,"(41.98186603682908, -87.69283405676238)",2019.0
846373,chuck's southern comforts cafe,1,2043059-20100707,41.780476471,-87.771447793,"(41.7804764713413, -87.77144779252228)",2010.0
846414,starbucks coffee #2201,1,23054-20030516,41.94711896,-87.655302451,"(41.947118959575704, -87.65530245115706)",2003.0
846474,tuxedo junction / clark,1,8974-20190616,41.81618611,-87.643451823,"(41.81618610986143, -87.64345182349379)",2019.0
846560,bella luna cafe,1,86092-20030516,41.895773515,-87.629610541,"(41.89577351496085, -87.62961054088532)",2003.0
846729,the waterfront cafe,1,1974239-20170816,41.995202222,-87.655398306,"(41.99520222185558, -87.65539830565382)",2017.0
846943,physical therapy and cafe integrated (ptci),1,2528663-20190516,41.909290254,-87.763717745,"(41.909290253580146, -87.76371774518901)",2019.0
846956,manny's cafe midway,1,1198021-20030516,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2003.0
846957,sunrise cafe restaurant,1,1477940-20081116,41.896010179,-87.677634151,"(41.8960101788438, -87.67763415125889)",2008.0
846970,annie mae's cafe,1,17654-20031116,41.765628937,-87.613656885,"(41.765628936707216, -87.61365688480547)",2003.0
847007,valentino club cafe,1,1770-20100216,41.923853045,-87.804534636,"(41.92385304509883, -87.80453463598877)",2010.0
847052,starbucks coffee #2372,1,2093902-20150416,41.807533457,-87.743003421,"(41.80753345729788, -87.74300342120267)",2015.0
847056,starbucks coffee #13710,1,1843207-20071017,41.894165414,-87.629389028,"(41.89416541426283, -87.62938902777785)",2007.0
847160,starbucks coffee #2494,1,1139799-20110416,41.928816916,-87.658378837,"(41.928816915505855, -87.65837883656692)",2011.0
847441,cafe bella incorporated,1,1942619-20090126,41.924564287,-87.711064628,"(41.92456428740769, -87.71106462837874)",2009.0
847480,cafe ba ba reeba,1,1165511-20190516,41.918943199,-87.64868497,"(41.918943198725025, -87.64868497024028)",2019.0
847484,starbucks coffee #13319,1,1843203-20090416,41.88205499,-87.633899901,"(41.88205498997484, -87.63389990116276)",2009.0
847494,joe's be bop cafe & emporium,1,52922-20060516,41.892249163,-87.609518049,"(41.892249163400116, -87.60951804879336)",2006.0
847532,o'briens riverwalk cafe,1,1893452-20110316,41.887436519,-87.626344413,"(41.887436518969736, -87.62634441347357)",2011.0
847565,lasalle northwest-cafeteria,1,20452-20050816,41.953311197,-87.747212926,"(41.953311197133836, -87.7472129262631)",2005.0
847575,dunkin donuts,1,1821625-20080316,41.881866029,-87.631066468,"(41.881866029037454, -87.63106646768065)",2008.0
847584,family den,1,2240254-20180716,41.732049135,-87.585689499,"(41.73204913540182, -87.585689498895)",2018.0
847637,cafe boost,1,67397-20040816,41.979884283,-87.668429485,"(41.97988428297559, -87.66842948468236)",2004.0
847714,cafe l'appetito,1,2511384-20190516,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)",2019.0
847785,elba's latin cafe,1,1333104-20040216,41.931212766,-87.778536737,"(41.93121276602796, -87.77853673674818)",2004.0
847847,arkadash cafe,1,63004-20070816,41.986086205,-87.669225954,"(41.986086204805964, -87.66922595429558)",2007.0
847895,northstar coffee,1,2114597-20111013,41.915710146,-87.745907755,"(41.91571014555266, -87.74590775451382)",2011.0
848046,aint that sweet cafe,1,1403768-20050216,41.816009097,-87.626112067,"(41.81600909714824, -87.62611206680805)",2005.0
848077,jaguar coffee company,1,1094923-20040216,41.934402987,-87.636805837,"(41.93440298707838, -87.63680583708285)",2004.0
848235,cafe' de haro,1,1514614-20070216,41.84741816,-87.683211043,"(41.84741816009476, -87.68321104275385)",2007.0
848286,bernard mitchell lobby coffee cart,1,1226353-20020816,41.789041956,-87.604813722,"(41.78904195612881, -87.60481372206813)",2002.0
848296,ciao! cafe,1,1616967-20060516,41.881605188,-87.651185341,"(41.88160518844163, -87.65118534061985)",2006.0
848300,90 miles cuban cafe,1,1975927-20091116,41.917649731,-87.691457874,"(41.91764973068125, -87.69145787418307)",2009.0
848383,cafe nine 17,1,1597738-20061116,41.751211787,-87.602108133,"(41.75121178719044, -87.6021081331245)",2006.0
848419,"thai ""linda"" cafe'",1,77033-20121216,41.943316391,-87.679433195,"(41.943316391093994, -87.67943319466616)",2012.0
848444,vella cafe,1,1816286-20071116,41.916185701,-87.687523688,"(41.91618570053351, -87.68752368767451)",2007.0
848450,earwax records & cafe,1,1354827-20030609,41.909962434,-87.676591131,"(41.9099624339063, -87.67659113132366)",2003.0
848559,calliope cafe,1,1195953-20070216,41.933101499,-87.659682957,"(41.93310149870225, -87.65968295657315)",2007.0
848608,janik's cafe,1,1356941-20101116,41.903072506,-87.677755184,"(41.90307250619249, -87.67775518394137)",2010.0
848647,bar cafe san francesco,1,17161-20091016,41.949389617,-87.807002913,"(41.94938961660852, -87.80700291252472)",2009.0
848666,bow truss coffee roaster,1,2446308-20160310,41.889896545,-87.672871162,"(41.88989654535227, -87.6728711616609)",2016.0
848844,"ace's soul food cafe, inc.",1,1904903-20080827,41.780371422,-87.614354525,"(41.78037142154735, -87.61435452532793)",2008.0
848857,liberty coffee and tea,1,1381831-20071116,41.876813973,-87.631622662,"(41.87681397302159, -87.63162266168106)",2007.0
848896,cupitol coffee & eatery,1,2469629-20170316,41.89097873,-87.615646043,"(41.89097872954708, -87.61564604281148)",2017.0
848905,cafe cappuccino trattoria inc,1,1356482-20030619,41.890989624,-87.655642817,"(41.890989623706155, -87.65564281742733)",2003.0
848987,eddy's cafe inc.,1,1478348-20041116,41.968383154,-87.703818735,"(41.968383153992136, -87.70381873488532)",2004.0
849035,cafebeanz company,1,1987066-20090814,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)",2009.0
849159,intelligentsia coffee and tea,1,2246437-20200916,41.929744188,-87.708744818,"(41.929744188132, -87.70874481811738)",2020.0
849192,milk & honey cafe,1,1197794-20081116,41.903327164,-87.675668943,"(41.903327164313254, -87.67566894260618)",2008.0
849195,starbucks coffee #2513,1,1145144-20110416,41.932482474,-87.670890134,"(41.93248247354816, -87.67089013449565)",2011.0
849235,starbucks coffee #2372,1,82768-20040516,41.807533457,-87.743003421,"(41.80753345729788, -87.74300342120267)",2004.0
849267,aramark @ loyola nina's cafe,1,1165799-20160716,41.897426602,-87.627110226,"(41.89742660194131, -87.62711022579533)",2016.0
849321,lakeside cafe,1,25068-20051116,41.85110748,-87.612866633,"(41.851107480190045, -87.61286663254377)",2005.0
849370,haife cafe 5,1,1799931-20070302,41.885257194,-87.633769796,"(41.88525719405359, -87.63376979601067)",2007.0
849417,cafe ba ba reeba,1,4379-20090516,41.918943199,-87.64868497,"(41.918943198725025, -87.64868497024028)",2009.0
849505,heartland cafe inc,1,2074-20101016,42.009176976,-87.666369399,"(42.00917697647974, -87.66636939865349)",2010.0
849598,corner bakery cafe,1,1649399-20120916,41.885761124,-87.632595153,"(41.88576112449132, -87.63259515310935)",2012.0
849620,harvel corp (coffee unlimited),1,3858-20100516,41.863337832,-87.640723497,"(41.86333783228925, -87.64072349728073)",2010.0
849779,corner bakery cafe,1,1649359-20120916,41.888140152,-87.62469579,"(41.88814015241156, -87.6246957901013)",2012.0
849816,cafe 200 @ aon center chicago,1,1273223-20050516,41.884632076,-87.622247991,"(41.8846320757672, -87.6222479910888)",2005.0
849820,starbucks coffee #228,1,23044-20090416,41.9179944,-87.653415624,"(41.91799439993257, -87.65341562435047)",2009.0
849845,e wok cafe,1,2124405-20151116,41.95344087,-87.754553186,"(41.95344087020122, -87.75455318593346)",2015.0
849959,ace coffee bar,1,1893699-20100316,41.84299599,-87.695309306,"(41.842995989592936, -87.69530930572087)",2010.0
850035,corner bakery cafe,1,1649360-20200916,41.88331838,-87.6335146,"(41.88331838004561, -87.63351460014748)",2020.0
850175,cafe bionda,1,1717894-20070816,41.855829931,-87.627303371,"(41.855829930870314, -87.62730337123723)",2007.0
850194,tropical smoothie cafe,1,2728224-20200429,41.970550218,-87.689936508,"(41.970550218072056, -87.68993650758067)",2020.0
850204,stony's palace cafe,1,2050119-20100901,41.747353626,-87.586027906,"(41.7473536264, -87.58602790563285)",2010.0
850316,cafe bionda,1,2293114-20131213,41.855885131,-87.627305436,"(41.855885130548536, -87.62730543584168)",2013.0
850329,jupiter coffee,1,1595894-20140516,41.886577325,-87.655991066,"(41.88657732519364, -87.65599106599095)",2014.0
850413,king cafe gourmet & go,1,1874473-20110316,41.899248597,-87.624274978,"(41.89924859703626, -87.62427497820545)",2011.0
850467,heaven on seven,1,47013-20140316,41.883526492,-87.626082197,"(41.88352649174743, -87.62608219678731)",2014.0
850518,lula cafe,1,1276924-20061116,41.927653196,-87.707119009,"(41.92765319605931, -87.70711900893733)",2006.0
850581,sunrise cafe restaurant,1,1477940-20041116,41.896010179,-87.677634151,"(41.8960101788438, -87.67763415125889)",2004.0
850588,cafebeanz company,1,2208408-20180916,41.879616268,-87.639764523,"(41.87961626801739, -87.63976452343368)",2018.0
850595,kristoffer's cafe and bakery,1,2350228-20180916,41.858183857,-87.646504796,"(41.85818385686724, -87.64650479620137)",2018.0
850602,nick's hi - ho cafe,1,1305420-20030710,41.938074167,-87.747005877,"(41.93807416698051, -87.74700587724723)",2003.0
850605,dunkin donuts,1,1578001-20050316,41.88331916,-87.634490851,"(41.88331915951902, -87.63449085086036)",2005.0
850623,starbucks coffee #7948,1,1520153-20090616,41.930851315,-87.787755655,"(41.93085131518802, -87.7877556545619)",2009.0
850659,cafe lura,1,12699-20021116,41.938623091,-87.72332836,"(41.93862309072771, -87.72332836035943)",2002.0
850783,subterranean cafe & cabaret,1,38552-20031116,41.910364022,-87.678062723,"(41.910364021765275, -87.67806272285702)",2003.0
850802,alonti cafe and catering,1,1474853-20040520,41.883098112,-87.633188634,"(41.88309811159104, -87.63318863389482)",2004.0
850820,"mellow grounds coffee lounge, ltd.",1,1491260-20040916,41.950903103,-87.668819145,"(41.9509031030426, -87.66881914468281)",2004.0
850852,y2k cafe,1,85383-20090416,41.932863882,-87.647246082,"(41.932863882151885, -87.64724608217887)",2009.0
851032,rehydrate water bar & cafe,1,1878438-20130316,41.944316998,-87.747161464,"(41.94431699793207, -87.74716146412266)",2013.0
851066,flamingo cafe,1,33013-20020516,41.79456475,-87.769144491,"(41.79456474995328, -87.76914449094998)",2002.0
851168,sip coffeehouse,1,79354-20061116,41.890961434,-87.658421768,"(41.89096143449703, -87.65842176800524)",2006.0
851194,ann sather's cafe,1,1120963-20030216,41.943710988,-87.644891092,"(41.94371098808328, -87.64489109193752)",2003.0
851208,rosebud cafe,1,25694-20040516,41.869409054,-87.66419709,"(41.86940905403705, -87.66419709016535)",2004.0
851224,venice cafe ltd,1,36808-20051116,41.878138181,-87.637064995,"(41.87813818115573, -87.63706499520218)",2005.0
851245,nutella ferrero & nutella cafe,1,2528207-20190516,41.88545215,-87.624348109,"(41.88545214994152, -87.62434810943418)",2019.0
851309,brewer coffee and custard,1,2578259-20190430,41.750673596,-87.649288894,"(41.75067359590515, -87.64928889385483)",2019.0
851356,starbucks coffee #2514,1,1143169-20060516,41.937513752,-87.666019096,"(41.93751375164846, -87.66601909618618)",2006.0
851400,tower cafe,1,2027323-20120616,41.831113424,-87.626992199,"(41.83111342390004, -87.62699219850806)",2012.0
851575,cafe brauer,1,82245-20130916,41.919078039,-87.634538115,"(41.91907803902013, -87.63453811504745)",2013.0
851624,starbucks coffee #2513,1,1145143-20040516,41.932482474,-87.670890134,"(41.93248247354816, -87.67089013449565)",2004.0
851714,the negro league cafe chicago,1,1474271-20060216,41.816478234,-87.619716192,"(41.81647823418968, -87.61971619226843)",2006.0
851807,the coffee studio,1,2183880-20150816,41.984384825,-87.669099314,"(41.984384824892075, -87.66909931387195)",2015.0
852003,bang bang pie & biscuits,1,2694658-20191002,41.965903428,-87.686943743,"(41.96590342797864, -87.68694374260332)",2019.0
852128,"grand laramie gas, inc.",1,2670810-20190604,41.917342756,-87.755804311,"(41.91734275592064, -87.7558043109553)",2019.0
852142,yoshi's cafe,1,2115-20170216,41.941696341,-87.649176566,"(41.94169634075317, -87.64917656601214)",2017.0
852153,cafe prague,1,1224303-20071116,41.938301332,-87.793740718,"(41.938301331832676, -87.79374071818236)",2007.0
